MAYO_blue	MAYO_greenyellow	MAYO_lightcyan	MAYO_midnightblue	MAYO_purple	MAYO_turquoise	ROSMAP_green	ROSMAP_purple	ROSMAP_turquoise	count	cross	neglogSum
Long-term depression_KEGG	0	0	0	0	0	15.0552338253842	0	0	13.847535567313	2	TRUE	28.9027693926972
Carvedilol Action Pathway_SMPDB	0	0	0	0	0	18.7613249612653	0	0	10.0055989029796	2	TRUE	28.7669238642449
Labetalol Action Pathway_SMPDB	0	0	0	0	0	18.7613249612653	0	0	10.0055989029796	2	TRUE	28.7669238642449
Death Receptor Signalling_Reactome	0	0	0	0	0	16.1092215229373	0	0	12.6455841103231	2	TRUE	28.7548056332604
Disopyramide Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Procainamide (Antiarrhythmic) Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Fosphenytoin (Antiarrhythmic) Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Bopindolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Timolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Carteolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Bevantolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Practolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Dobutamine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Isoprenaline Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Arbutamine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Amiodarone Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Levobunolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Metipranolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Mexiletine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Quinidine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Sotalol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Epinephrine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Betaxolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Atenolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Alprenolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Acebutolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Muscle/Heart Contraction_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Diltiazem Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Propranolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Pindolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Penbutolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Oxprenolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Metoprolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Esmolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Bisoprolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Bupranolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Nebivolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Amlodipine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Verapamil Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Nitrendipine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Nisoldipine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Nimodipine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Ibutilide Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Tocainide Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Flecainide Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Isradipine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Nifedipine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Felodipine Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
Nadolol Action Pathway_SMPDB	0	0	0	0	0	19.5107109419681	0	0	9.18464832774465	2	TRUE	28.6953592697128
G alpha (12/13) signalling events_Reactome	0	0	0	0	0	14.4875980163214	0	0	14.1694142778772	2	TRUE	28.6570122941986
MAPK1/MAPK3 signaling_Reactome	0	0	0	0	0	13.8815404971668	0	0	14.7023315598119	2	TRUE	28.5838720569787
EGFR Inhibitor Pathway, Pharmacodynamics_PharmGKB	0	0	0	0	0	20.4251271970094	0	0	7.98179672378431	2	TRUE	28.4069239207937
Insulin Signaling_Wikipathways	0	0	0	0	0	18.4591397408935	0	0	9.86455153118023	2	TRUE	28.3236912720737
ErbB1 downstream signaling_PID	0	0	0	0	0	16.9661601615777	0	0	11.2012858037556	2	TRUE	28.1674459653334
TCR_NetPath	0	0	0	0	0	18.050790018019	0	0	9.89314712328054	2	TRUE	27.9439371412995
Huntington disease_KEGG	0	0	0	0	0	9.14629835381982	0	0	18.5412453246377	2	TRUE	27.6875436784576
Unblocking of NMDA receptor, glutamate binding and activation_Reactome	0	0	0	0	0	17.6543244160699	0	0	10.0196820795403	2	TRUE	27.6740064956103
Ras Signaling_Wikipathways	0	0	0	0	0	14.9196922692924	0	0	12.7273216314153	2	TRUE	27.6470139007077
Integrin-mediated Cell Adhesion_Wikipathways	0	0	0	0	0	13.0668520090126	0	0	14.2887189802194	2	TRUE	27.3555709892319
MECP2 and Associated Rett Syndrome_Wikipathways	0	0	0	0	0	10.4953462981188	0	0	16.8552594701366	2	TRUE	27.3506057682554
Epithelial cell signaling in Helicobacter pylori infection_KEGG	0	0	0	0	0	13.3697034099161	0	0	13.9260988002348	2	TRUE	27.2958022101509
Ras activation upon Ca2+ influx through NMDA receptor_Reactome	0	0	0	0	0	14.4270230272855	0	0	12.5804630355487	2	TRUE	27.0074860628342
Platelet homeostasis_Reactome	0	0	0	0	0	12.3047750647264	0	0	14.5534758108002	2	TRUE	26.8582508755266
Nalbuphine Action Pathway_SMPDB	0	0	0	0	0	18.8913048079969	0	0	7.80171202907124	2	TRUE	26.6930168370682
Insulin receptor recycling_Reactome	0	0	0	0	0	16.0799457550484	0	0	10.5414929575891	2	TRUE	26.6214387126375
Signaling events mediated by focal adhesion kinase_PID	0	0	0	0	0	13.8292659703893	0	0	12.7429000046705	2	TRUE	26.5721659750598
Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)_PID	0	0	0	0	0	12.2150470951139	0	0	14.350540708576	2	TRUE	26.5655878036898
Lidocaine (Antiarrhythmic) Action Pathway_SMPDB	0	0	0	0	0	18.0411011461	0	0	8.36863814361151	2	TRUE	26.4097392897115
regulation of ck1/cdk5 by type 1 glutamate receptors_BioCarta	0	0	0	0	0	15.9610203209047	0	0	10.1616163180991	2	TRUE	26.1226366390038
Levomethadyl Acetate Action Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Naloxone Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Escitalopram Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Levallorphan Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Dimethylthiambutene Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Ethylmorphine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Pentazocine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Naltrexone Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Buprenorphine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Alvimopan Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Dihydromorphine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Ketobemidone  Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Mepivacaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Chloroprocaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Cocaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Dibucaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Levobupivacaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Benzocaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Bupivacaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Levorphanol Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Propoxyphene Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Tramadol Action Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Diphenoxylate Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Anileridine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Oxycodone Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Oxybuprocaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Prilocaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Procaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Proparacaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Ropivacaine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Alfentanil Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Oxymorphone Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Hydrocodone Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Hydromorphone Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Sufentanil Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Remifentanil Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Fentanyl Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Carfentanil Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
3-Methylthiofentanyl Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Methadyl Acetate Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
Dezocine Action Pathway_SMPDB	0	0	0	0	0	17.55077264856	0	0	8.40609544123704	2	TRUE	25.956868089797
PCP/CE pathway_Reactome	0	0	0	0	0	12.1009481145747	0	0	13.7197002110264	2	TRUE	25.8206483256011
HDR through Homologous Recombination (HRR)_Reactome	20.9015386730136	0	0	0	0	0	0	4.85040501794966	0	2	TRUE	25.7519436909632
p75 NTR receptor-mediated signalling_Reactome	0	0	0	0	0	11.6951063072335	0	0	13.9661281149674	2	TRUE	25.6612344222009
ca-calmodulin-dependent protein kinase activation_BioCarta	0	0	0	0	0	14.7137365408939	0	0	10.8979662186176	2	TRUE	25.6117027595114
Hypertrophic cardiomyopathy (HCM)_KEGG	0	0	0	0	0	9.09684492208926	0	0	16.1423010340529	2	TRUE	25.2391459561422
Focal adhesion_KEGG	0	0	0	0	0	11.4075931595288	0	0	13.7782421314207	2	TRUE	25.1858352909496
regulation of pgc-1a_BioCarta	0	0	0	0	0	14.4878915431698	0	0	10.6796807243564	2	TRUE	25.1675722675262
Synaptic adhesion-like molecules_Reactome	0	0	0	0	0	11.9616392790569	0	0	13.0442796926893	2	TRUE	25.0059189717462
keratinocyte differentiation_BioCarta	0	0	0	0	0	14.7343133665527	0	0	10.2478172339883	2	TRUE	24.982130600541
Signaling by VEGF_Reactome	0	0	0	0	0	10.1784102882054	0	0	14.7215467070056	2	TRUE	24.899956995211
Degradation of beta-catenin by the destruction complex_Reactome	0	0	0	0	0	12.4809681363563	0	0	12.1440589943654	2	TRUE	24.6250271307217
GABA synthesis, release, reuptake and degradation_Reactome	0	0	0	0	0	11.7726507859273	0	0	12.794375982237	2	TRUE	24.5670267681643
Phenytoin (Antiarrhythmic) Action Pathway_SMPDB	0	0	0	0	0	14.3243117974161	0	0	10.1660261501382	2	TRUE	24.4903379475544
Interaction between L1 and Ankyrins_Reactome	0	0	0	0	0	17.55077264856	0	0	6.82708722423382	2	TRUE	24.3778598727938
CREB phosphorylation through the activation of CaMKII_Reactome	0	0	0	0	0	14.5335683599895	0	0	9.71834911105786	2	TRUE	24.2519174710474
Nonalcoholic fatty liver disease_Wikipathways	7.01321159394731	0	0	0	0	0	0	0	17.2062923478995	2	TRUE	24.2195039418468
Desipramine Action Pathway_SMPDB	0	0	0	0	0	16.4065630528885	0	0	7.80171202907124	2	TRUE	24.2082750819598
Activation of kainate receptors upon glutamate binding_Reactome	0	0	0	0	0	16.4065630528885	0	0	7.80171202907124	2	TRUE	24.2082750819598
RAF activation_Reactome	0	0	0	0	0	14.7537399665392	0	0	9.37327906478088	2	TRUE	24.1270190313201
Rap1 signalling_Reactome	0	0	0	0	0	12.9600606323334	0	0	11.1318226216672	2	TRUE	24.0918832540006
AGE-RAGE pathway_Wikipathways	0	0	0	0	0	14.496239390819	0	0	9.52533120284768	2	TRUE	24.0215705936667
Thermogenesis_KEGG	0	0	0	6.28884861907673	0	0	0	0	17.7054038572409	2	TRUE	23.9942524763176
Signaling by TGF-beta family members_Reactome	0	0	0	0	0	4.54310932981422	0	0	19.4082289989921	2	TRUE	23.9513383288063
Parathyroid hormone synthesis, secretion and action_KEGG	0	0	0	0	0	14.4640184018761	0	0	9.19029461321626	2	TRUE	23.6543130150924
Dilated cardiomyopathy (DCM)_KEGG	0	0	0	0	0	8.99676772129702	0	0	14.5534758108002	2	TRUE	23.5502435320972
Intracellular signaling by second messengers_Reactome	0	0	0	0	0	16.8524450230534	0	0	6.68180657134541	2	TRUE	23.5342515943988
Chronic myeloid leukemia_KEGG	0	0	0	0	0	12.0185116717243	0	0	11.4245915314579	2	TRUE	23.4431032031822
VEGFA-VEGFR2 Pathway_Reactome	0	0	0	0	0	8.95473761591371	0	0	14.4753571746656	2	TRUE	23.4300947905793
Diseases of signal transduction_Reactome	0	0	0	0	0	14.3281749091145	0	0	9.10010645993399	2	TRUE	23.4282813690485
Corticotropin-releasing hormone signaling pathway_Wikipathways	0	0	0	0	0	17.3637271465759	0	0	6.05560131471744	2	TRUE	23.4193284612933
PDGFR-beta signaling pathway_PID	0	0	0	0	0	6.64051549641666	0	0	16.7100750926112	2	TRUE	23.3505905890278
Hippo signaling pathway - multiple species_KEGG	0	0	0	0	0	8.06754838965422	0	0	15.2403477206782	2	TRUE	23.3078961103325
Signaling events mediated by VEGFR1 and VEGFR2_PID	0	0	0	0	0	6.28819963216196	0	0	17.0100292766484	2	TRUE	23.2982289088104
CDC42 signaling events_PID	0	0	0	0	0	9.37924569200581	0	0	13.7943015332692	2	TRUE	23.173547225275
Glioma_KEGG	0	0	0	0	0	13.1722343969867	0	0	9.86768667339113	2	TRUE	23.0399210703778
Phosphatidylinositol signaling system_KEGG	0	0	0	0	0	17.8241156163368	0	0	5.17297579319118	2	TRUE	22.997091409528
HDR through Single Strand Annealing (SSA)_Reactome	16.327061556962	0	0	0	0	0	0	6.50232440513574	0	2	TRUE	22.8293859620977
Energy Metabolism_Wikipathways	0	0	0	0	0	13.7646647039061	0	0	9.0556236507414	2	TRUE	22.8202883546475
Endocrine and other factor-regulated calcium reabsorption_KEGG	0	0	0	0	0	12.1009481145747	0	0	10.4957671611924	2	TRUE	22.5967152757671
Lidocaine (Local Anaesthetic) Action Pathway_SMPDB	0	0	0	0	0	15.3520288403599	0	0	7.24220877812835	2	TRUE	22.5942376184882
ErbB4 signaling events_PID	0	0	0	0	0	15.3520288403599	0	0	7.24220877812835	2	TRUE	22.5942376184882
Heroin Action Pathway_SMPDB	0	0	0	0	0	14.376681636325	0	0	8.21496042998391	2	TRUE	22.5916420663089
Cardiac Hypertrophic Response_Wikipathways	0	0	0	0	0	14.0689589109888	0	0	8.45983306566463	2	TRUE	22.5287919766535
DAG and IP3 signaling_Reactome	0	0	0	0	0	8.75836433258051	0	0	13.6851229172963	2	TRUE	22.4434872498768
Integrin_INOH	0	0	0	0	0	6.62373697343857	0	0	15.5647517662385	2	TRUE	22.188488739677
Calcineurin activates NFAT_Reactome	0	0	0	0	0	12.8735169849306	0	0	9.14925205423457	2	TRUE	22.0227690391652
Colorectal cancer_KEGG	0	0	0	0	0	14.9883107564962	0	0	6.81313421788072	2	TRUE	21.8014449743769
rac1 cell motility signaling pathway_BioCarta	0	0	0	0	0	11.113280991241	0	0	10.6756154241808	2	TRUE	21.7888964154218
Cardiac muscle contraction_KEGG	0	0	0	0	0	9.94043090236731	0	0	11.8052600684635	2	TRUE	21.7456909708308
Melanogenesis_KEGG	0	0	0	0	0	11.9319857555805	0	0	9.81081616393452	2	TRUE	21.742801919515
Semaphorin interactions_Reactome	0	0	0	0	0	11.3203062707627	0	0	10.3920316060275	2	TRUE	21.7123378767902
Uptake and actions of bacterial toxins_Reactome	0	0	0	0	0	10.3009545051158	0	0	11.3835064897776	2	TRUE	21.6844609948934
Rho GTPase cycle_Reactome	0	0	0	0	0	9.54238894073193	0	0	12.0027553830687	2	TRUE	21.5451443238006
mcalpain and friends in cell motility_BioCarta	0	0	0	0	0	12.0368151530052	0	0	9.46597785615823	2	TRUE	21.5027930091634
Apelin signaling pathway_KEGG	0	0	0	0	0	11.3349191534916	0	0	10.1208413826504	2	TRUE	21.4557605361421
Intracellular Signalling Through Adenosine Receptor A2b and Adenosine_SMPDB	0	0	0	0	0	13.2386637583391	0	0	7.94821259805803	2	TRUE	21.1868763563971
Codeine Action Pathway_SMPDB	0	0	0	0	0	14.376681636325	0	0	6.72340704681684	2	TRUE	21.1000886831418
ROS, RNS production in phagocytes_Reactome	0	0	0	0	0	14.376681636325	0	0	6.72340704681684	2	TRUE	21.1000886831418
Wnt Signaling Pathway_Wikipathways	0	0	0	0	0	9.80180854401001	0	0	11.2964224387912	2	TRUE	21.0982309828012
Transcriptional regulation by RUNX3_Reactome	0	0	0	0	0	9.80180854401001	0	0	11.2964224387912	2	TRUE	21.0982309828012
IL3_NetPath	0	0	0	0	0	9.80180854401001	0	0	11.2964224387912	2	TRUE	21.0982309828012
GABA A receptor activation_Reactome	0	0	0	0	0	8.73227636109271	0	0	12.3351422170938	2	TRUE	21.0674185781865
LGI-ADAM interactions_Reactome	0	0	0	0	0	10.1084141667409	0	0	10.9161954088125	2	TRUE	21.0246095755534
Neuronal System_Reactome	0	0	0	0	0	127.596036652969	0	0	77.9855482474493	2	TRUE	205.581584900418
Non-genomic actions of 1,25 dihydroxyvitamin D3_Wikipathways	0	0	0	0	0	13.3697034099161	0	0	7.62384930790754	2	TRUE	20.9935527178236
Chromosomal and microsatellite instability in colorectal cancer_Wikipathways	0	0	0	0	0	14.9235311816903	0	0	6.03478684387874	2	TRUE	20.958318025569
Clathrin-mediated endocytosis_Reactome	0	0	0	0	0	11.9546864363151	0	0	8.98633338424161	2	TRUE	20.9410198205567
Wnt_NetPath	0	0	0	0	0	11.9906151604405	0	0	8.72427296932066	2	TRUE	20.7148881297612
VEGF Signaling Pathway_PharmGKB	0	0	0	0	0	11.4944058576376	0	0	9.18464832774465	2	TRUE	20.6790541853823
COPI-mediated anterograde transport_Reactome	0	0	0	0	0	13.825109490275	0	0	6.77322912517861	2	TRUE	20.5983386154536
fas signaling pathway (cd95)_BioCarta	0	0	0	0	0	13.11666121836	0	0	7.42093257881258	2	TRUE	20.5375937971726
Homologous DNA Pairing and Strand Exchange_Reactome	14.2679057250191	0	0	0	0	0	0	6.151630594922	0	2	TRUE	20.4195363199411
Pancreatic adenocarcinoma pathway_Wikipathways	0	0	0	0	0	13.5307151365135	0	0	6.85453658579241	2	TRUE	20.3852517223059
Netrin-1 signaling_Reactome	0	0	0	0	0	11.0982109898204	0	0	9.28684398938225	2	TRUE	20.3850549792027
Metabolism of RNA_Reactome	14.6591391072858	0	0	0	0	0	5.64173536190463	0	0	2	TRUE	20.3008744691904
TGF-beta signaling pathway_KEGG	0	0	0	0	0	4.9181758406404	0	0	15.1265365218206	2	TRUE	20.044712362461
Endometrial cancer_KEGG	0	0	0	0	0	14.7265084279966	0	5.27377711571133	0	2	TRUE	20.000285543708
Tumor suppressor activity of SMARCB1_Wikipathways	0	0	0	0	0	9.42023977720027	0	0	10.5624130606338	2	TRUE	19.9826528378341
nitric oxide signaling pathway_BioCarta	0	0	0	0	0	11.7726507859273	0	0	8.18628996300381	2	TRUE	19.9589407489311
Insulin signaling pathway_KEGG	0	0	0	0	0	12.2890105711423	0	0	7.63925255751628	2	TRUE	19.9282631286585
Apoptosis_Reactome	0	0	0	0	0	15.214095112054	0	0	4.69413244214279	2	TRUE	19.9082275541967
Rab regulation of trafficking_Reactome	0	0	0	0	0	10.1952487373643	0	0	9.69710353153016	2	TRUE	19.8923522688945
EPHB-mediated forward signaling_Reactome	0	0	0	0	0	8.49232431461966	0	0	11.3539611891107	2	TRUE	19.8462855037303
GABA receptor activation_Reactome	0	0	0	0	0	9.15190240430334	0	0	10.6438730055078	2	TRUE	19.7957754098111
