pathway	pvalue	fdr
BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation_Wikipathways	0.123241165801195	1
HDAC6 interactions_Wikipathways	0.123241165801195	1
PTF1A related regulatory pathway_Wikipathways	0.123241165801195	1
Dermatan sulfate biosynthesis_Reactome	0.123241165801195	1
Signaling mediated by p38-gamma and p38-delta_PID	0.123241165801195	1
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins_Reactome	0.123241165801195	1
mitochondrial fatty acid beta-oxidation of saturated fatty acids_Reactome	0.123241165801195	1
regulators of bone mineralization_BioCarta	0.123241165801195	1
rho-selective guanine exchange factor akap13 mediates stress fiber formation_BioCarta	0.123241165801195	1
RHO GTPases activate IQGAPs_Reactome	0.123241165801195	1
Signaling by Leptin_Reactome	0.123241165801195	1
Hydrolysis of LPC_Reactome	0.123241165801195	1
Hh mutants that don,t undergo autocatalytic processing are degraded by ERAD_Reactome	0.123241165801195	1
Hh mutants abrogate ligand secretion_Reactome	0.123241165801195	1
Liver steatosis AOP_Wikipathways	0.123976661813731	1
JAK-STAT signaling pathway - Homo sapiens (human)_KEGG	0.127242299277612	1
Transport of inorganic cations/anions and amino acids/oligopeptides_Reactome	0.129262564566099	1
Alanine and aspartate metabolism_Wikipathways	0.133666682013581	1
Iron metabolism in placenta_Wikipathways	0.133666682013581	1
RalA downstream regulated genes_Wikipathways	0.133666682013581	1
Platelet-mediated interactions with vascular and circulating cells_Wikipathways	0.133666682013581	1
Hyaluronan metabolism_Reactome	0.133666682013581	1
Josephin domain DUBs_Reactome	0.133666682013581	1
Stabilization of p53_Reactome	0.133666682013581	1
Pre-NOTCH Processing in Golgi_Reactome	0.133666682013581	1
Nicotinamide salvaging_Reactome	0.133666682013581	1
melatonin degradation I_HumanCyc	0.133666682013581	1
superoxide radicals degradation_HumanCyc	0.133666682013581	1
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation_EHMN	0.133666682013581	1
Gap junction trafficking_Reactome	0.133666682013581	1
Signaling by PTK6_Reactome	0.134775336141448	1
Heparan sulfate/heparin (HS-GAG) metabolism_Reactome	0.134775336141448	1
Signaling by Non-Receptor Tyrosine Kinases_Reactome	0.134775336141448	1
Tyrosine metabolism_EHMN	0.137338680150313	1
Staphylococcus aureus infection - Homo sapiens (human)_KEGG	0.138822871939011	1
Pathogenic Escherichia coli infection - Homo sapiens (human)_KEGG	0.138822871939011	1
RANKL-RANK (Receptor activator of NFKB (ligand)) Signaling Pathway_Wikipathways	0.138822871939011	1
Copper homeostasis_Wikipathways	0.138822871939011	1
Pathogenic Escherichia coli infection_Wikipathways	0.142896813369566	1
Hepatitis C and Hepatocellular Carcinoma_Wikipathways	0.142896813369566	1
BMP2 signaling TGF-beta MV_INOH	0.142896813369566	1
Deadenylation-dependent mRNA decay_Reactome	0.142896813369566	1
Methotrexate Pathway, Pharmacokinetics_PharmGKB	0.14396902417342	1
Fluvastatin Pathway, Pharmacokinetics_PharmGKB	0.14396902417342	1
Mycophenolic acid Pathway, Pharmacokinetics/Pharmacodynamics_PharmGKB	0.14396902417342	1
Irinotecan Pathway, Pharmacokinetics_PharmGKB	0.14396902417342	1
Argininemia_SMPDB	0.14396902417342	1
Galactose Metabolism_SMPDB	0.14396902417342	1
Citrullinemia Type I_SMPDB	0.14396902417342	1
Carbamoyl Phosphate Synthetase Deficiency_SMPDB	0.14396902417342	1
Argininosuccinic Aciduria_SMPDB	0.14396902417342	1
Urea Cycle_SMPDB	0.14396902417342	1
Galactosemia_SMPDB	0.14396902417342	1
Ornithine Transcarbamylase Deficiency (OTC Deficiency)_SMPDB	0.14396902417342	1
Irinotecan Pathway_Wikipathways	0.14396902417342	1
Mammary gland development pathway - Puberty (Stage 2 of 4)_Wikipathways	0.14396902417342	1
Estrogen Receptor Pathway_Wikipathways	0.14396902417342	1
Transcriptional regulation by RUNX3_Wikipathways	0.14396902417342	1
Regulation of RUNX3 expression and activity_Reactome	0.14396902417342	1
Trafficking and processing of endosomal TLR_Reactome	0.14396902417342	1
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor_Reactome	0.14396902417342	1
p53 signaling pathway_BioCarta	0.14396902417342	1
extrinsic prothrombin activation pathway_BioCarta	0.14396902417342	1
Downregulation of ERBB2:ERBB3 signaling_Reactome	0.14396902417342	1
Galactose metabolism_INOH	0.14396902417342	1
NF-kB is activated and signals survival_Reactome	0.14396902417342	1
superpathway of melatonin degradation_HumanCyc	0.14396902417342	1
FGFRL1 modulation of FGFR1 signaling_Reactome	0.14396902417342	1
Metabolism of water-soluble vitamins and cofactors_Reactome	0.145583135904588	1
ECM proteoglycans_Reactome	0.146995973371674	1
C21-steroid hormone biosynthesis and metabolism_EHMN	0.146995973371674	1
Endometrial cancer - Homo sapiens (human)_KEGG	0.151119189024374	1
Iron uptake and transport_Reactome	0.151119189024374	1
Benzodiazepine Pathway, Pharmacodynamics_PharmGKB	0.154149638141857	1
Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)_KEGG	0.154149638141857	1
Atorvastatin/Lovastatin/Simvastatin Pathway, Pharmacokinetics_PharmGKB	0.154149638141857	1
Long chain acyl-CoA dehydrogenase deficiency (LCAD)_SMPDB	0.154149638141857	1
Malonyl-coa decarboxylase deficiency_SMPDB	0.154149638141857	1
Methylmalonic Aciduria Due to Cobalamin-Related Disorders_SMPDB	0.154149638141857	1
Trifunctional protein deficiency_SMPDB	0.154149638141857	1
Carnitine palmitoyl transferase deficiency (II)_SMPDB	0.154149638141857	1
Very-long-chain acyl coa dehydrogenase deficiency (VLCAD)_SMPDB	0.154149638141857	1
Medium chain acyl-coa dehydrogenase deficiency (MCAD)_SMPDB	0.154149638141857	1
Malonic Aciduria_SMPDB	0.154149638141857	1
Hypoacetylaspartia_SMPDB	0.154149638141857	1
Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency)_SMPDB	0.154149638141857	1
Fatty acid Metabolism_SMPDB	0.154149638141857	1
Propanoate Metabolism_SMPDB	0.154149638141857	1
Aspartate Metabolism_SMPDB	0.154149638141857	1
Glutaric Aciduria Type I_SMPDB	0.154149638141857	1
Ethylmalonic Encephalopathy_SMPDB	0.154149638141857	1
Canavan Disease_SMPDB	0.154149638141857	1
Carnitine palmitoyl transferase deficiency (I)_SMPDB	0.154149638141857	1
TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition_Wikipathways	0.154149638141857	1
Spry regulation of FGF signaling_Reactome	0.154149638141857	1
Methylation_Reactome	0.154149638141857	1
fibrinolysis pathway_BioCarta	0.154149638141857	1
Membrane binding and targetting of GAG proteins_Reactome	0.154149638141857	1
Synthesis And Processing Of GAG, GAGPOL Polyproteins_Reactome	0.154149638141857	1
CDT1 association with the CDC6:ORC:origin complex_Reactome	0.154149638141857	1
Gap junction trafficking and regulation_Reactome	0.154149638141857	1
Preimplantation Embryo_Wikipathways	0.155265321147402	1
NRAGE signals death through JNK_Reactome	0.155265321147402	1
NCAM signaling for neurite out-growth_Reactome	0.155265321147402	1
Organelle biogenesis and maintenance_Reactome	0.155689314242012	1
O-linked glycosylation_Reactome	0.156821317792484	1
ATF-2 transcription factor network_PID	0.159433253907417	1
Thyroid hormone signaling pathway - Homo sapiens (human)_KEGG	0.159672393412793	1
Metabolism of vitamins and cofactors_Reactome	0.161962758724621	1
Steroid hormone biosynthesis - Homo sapiens (human)_KEGG	0.163621894430121	1
Angiogenesis overview_Wikipathways	0.163621894430121	1
Arachidonic acid metabolism_Reactome	0.163621894430121	1
Thiamine metabolism - Homo sapiens (human)_KEGG	0.164209952918359	1
Estrogen Metabolism Pathway_PharmGKB	0.164209952918359	1
Etoposide Pathway, Pharmacokinetics/Pharmacodynamics_PharmGKB	0.164209952918359	1
Mercaptopurine Metabolism Pathway_SMPDB	0.164209952918359	1
Transcriptional regulation of white adipocyte differentiation_Wikipathways	0.164209952918359	1
let-7 inhibition of ES cell reprogramming_Wikipathways	0.164209952918359	1
GLI3 is processed to GLI3R by the proteasome_Reactome	0.164209952918359	1
Regulation of innate immune responses to cytosolic DNA_Reactome	0.164209952918359	1
EPHA-mediated growth cone collapse_Reactome	0.164209952918359	1
gamma-aminobutyric acid receptor life cycle pathway_BioCarta	0.164209952918359	1
Eicosanoid ligand-binding receptors_Reactome	0.164209952918359	1
Degradation of GLI2 by the proteasome_Reactome	0.164209952918359	1
Degradation of GLI1 by the proteasome_Reactome	0.164209952918359	1
Constitutive Signaling by NOTCH1 HD Domain Mutants_Reactome	0.164209952918359	1
Signaling by NOTCH1 HD Domain Mutants in Cancer_Reactome	0.164209952918359	1
InlB-mediated entry of Listeria monocytogenes into host cell_Reactome	0.164209952918359	1
Ion channel transport_Reactome	0.16423971594385	1
Apoptosis_Reactome	0.165421951337237	1
Oxidation by Cytochrome P450_Wikipathways	0.16783017241821	1
Signaling events mediated by focal adhesion kinase_PID	0.16783017241821	1
Signaling by NOTCH_Reactome	0.168319742408078	1
AMPK signaling pathway - Homo sapiens (human)_KEGG	0.171232415544905	1
Arachidonic acid metabolism - Homo sapiens (human)_KEGG	0.172057039775072	1
Endometrial cancer_Wikipathways	0.172057039775072	1
Synthesis of substrates in N-glycan biosythesis_Reactome	0.172057039775072	1
Carbamazepine Pathway, Pharmacokinetics_PharmGKB	0.174151380836068	1
Ibuprofen Pathway, Pharmacokinetics_PharmGKB	0.174151380836068	1
Mycophenolic Acid Metabolism Pathway_SMPDB	0.174151380836068	1
Osteoclast Signaling_Wikipathways	0.174151380836068	1
Cellular response to heat stress_Wikipathways	0.174151380836068	1
Amplification and Expansion of Oncogenic Pathways as Metastatic Traits_Wikipathways	0.174151380836068	1
ID signaling pathway_Wikipathways	0.174151380836068	1
p75NTR signals via NF-kB_Reactome	0.174151380836068	1
Defective CFTR causes cystic fibrosis_Reactome	0.174151380836068	1
KSRP (KHSRP) binds and destabilizes mRNA_Reactome	0.174151380836068	1
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)_Reactome	0.174151380836068	1
MAP3K8 (TPL2)-dependent MAPK1/3 activation_Reactome	0.174151380836068	1
NRIF signals cell death from the nucleus_Reactome	0.174151380836068	1
Translesion synthesis by REV1_Reactome	0.174151380836068	1
mRNA decay by 3, to 5, exoribonuclease_Reactome	0.174151380836068	1
Phospholipase C-mediated cascade: FGFR1_Reactome	0.174151380836068	1
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)_Reactome	0.174151380836068	1
FGFR1 ligand binding and activation_Reactome	0.174151380836068	1
Vascular smooth muscle contraction - Homo sapiens (human)_KEGG	0.174159627482916	1
Programmed Cell Death_Reactome	0.174159627482916	1
EGFR1_NetPath	0.174400299212048	1
Fatty acid metabolism_Reactome	0.175795850910084	1
Proteasome Degradation_Wikipathways	0.176301470234133	1
Endothelins_PID	0.176301470234133	1
Metapathway biotransformation Phase I and II_Wikipathways	0.180495250268902	1
Intra-Golgi and retrograde Golgi-to-ER traffic_Reactome	0.180495250268902	1
Cilium Assembly_Reactome	0.182860787502096	1
Mycophenolic acid Pathway, Pharmacokinetics_PharmGKB	0.183975317754904	1
SRF and miRs in Smooth Muscle Differentiation and Proliferation_Wikipathways	0.183975317754904	1
Mitochondrial LC-Fatty Acid Beta-Oxidation_Wikipathways	0.183975317754904	1
Canonical and Non-Canonical TGF-B signaling_Wikipathways	0.183975317754904	1
Leptin Insulin Overlap_Wikipathways	0.183975317754904	1
Disorders of transmembrane transporters_Reactome	0.183975317754904	1
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA_Reactome	0.183975317754904	1
Assembly Of The HIV Virion_Reactome	0.183975317754904	1
Formation of Senescence-Associated Heterochromatin Foci (SAHF)_Reactome	0.183975317754904	1
Activated point mutants of FGFR2_Reactome	0.183975317754904	1
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA_Reactome	0.183975317754904	1
nicotine degradation IV_HumanCyc	0.183975317754904	1
FGFR2 mutant receptor activation_Reactome	0.183975317754904	1
Translesion synthesis by POLK_Reactome	0.183975317754904	1
Translesion synthesis by POLI_Reactome	0.183975317754904	1
Regulation of RUNX1 Expression and Activity_Reactome	0.183975317754904	1
ABC transporter disorders_Reactome	0.183975317754904	1
AGE-RAGE pathway_Wikipathways	0.184839022357888	1
Cytochrome P450 - arranged by substrate type_Reactome	0.184839022357888	1
AMP-activated Protein Kinase (AMPK) Signaling_Wikipathways	0.193435041522201	1
Signaling events mediated by VEGFR1 and VEGFR2_PID	0.193435041522201	1
Wnt_NetPath	0.193435041522201	1
Tamoxifen Pathway, Pharmacokinetics_PharmGKB	0.19368314325245	1
Lamivudine Pathway, Pharmacokinetics/Pharmacodynamics_PharmGKB	0.19368314325245	1
Pathway_PA165959425_PharmGKB	0.19368314325245	1
Fructose intolerance, hereditary_SMPDB	0.19368314325245	1
Lamivudine Metabolism Pathway_SMPDB	0.19368314325245	1
Fructose and Mannose Degradation_SMPDB	0.19368314325245	1
Fructosuria_SMPDB	0.19368314325245	1
Polycystic Kidney Disease Pathway_Wikipathways	0.19368314325245	1
Estrogen metabolism_Wikipathways	0.19368314325245	1
Phospholipase C-mediated cascade; FGFR2_Reactome	0.19368314325245	1
Beta5 beta6 beta7 and beta8 integrin cell surface interactions_PID	0.19368314325245	1
Formation of ATP by chemiosmotic coupling_Reactome	0.19368314325245	1
Cobalamin (Cbl, vitamin B12) transport and metabolism_Reactome	0.19368314325245	1
Cristae formation_Reactome	0.19368314325245	1
Signaling by Nuclear Receptors_Reactome	0.19726540993218	1
Keratinization_Reactome	0.198059923289179	1
miR-targeted genes in muscle cell - TarBase_Wikipathways	0.198777817482953	1
Post-translational protein modification_Reactome	0.201174383744954	1
GPCR signaling-G alpha i_INOH	0.201488610709551	1
GPCR signaling-pertussis toxin_INOH	0.201488610709551	1
Developmental Biology_Reactome	0.201493687016992	1
Drug metabolism - cytochrome P450 - Homo sapiens (human)_KEGG	0.202082066941734	1
AP-1 transcription factor network_PID	0.202082066941734	1
Vesicle-mediated transport_Reactome	0.202831196521511	1
Etoposide Action Pathway_SMPDB	0.203276220812642	1
Tryptophan Metabolism_SMPDB	0.203276220812642	1
Etoposide Metabolism Pathway_SMPDB	0.203276220812642	1
HH-Core_Signalink	0.203276220812642	1
Small Ligand GPCRs_Wikipathways	0.203276220812642	1
ESR-mediated signaling_Wikipathways	0.203276220812642	1
Growth hormone receptor signaling_Reactome	0.203276220812642	1
fatty acid &beta;-oxidation_HumanCyc	0.203276220812642	1
Acyl chain remodelling of PG_Reactome	0.203276220812642	1
ER Quality Control Compartment (ERQC)_Reactome	0.203276220812642	1
akt signaling pathway_BioCarta	0.203276220812642	1
RHO GTPases Activate ROCKs_Reactome	0.203276220812642	1
RHO GTPases activate CIT_Reactome	0.203276220812642	1
Asymmetric localization of PCP proteins_Reactome	0.203276220812642	1
GABA synthesis, release, reuptake and degradation_Reactome	0.203276220812642	1
Translesion Synthesis by POLH_Reactome	0.203276220812642	1
VEGFR2 mediated cell proliferation_Reactome	0.203276220812642	1
Transcriptional regulation by RUNX1_Reactome	0.204596212785904	1
Parkinsons Disease Pathway_Wikipathways	0.206422462082384	1
Glucocorticoid Receptor Pathway_Wikipathways	0.206422462082384	1
Adherens junction - Homo sapiens (human)_KEGG	0.210772953402427	1
Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)_KEGG	0.210772953402427	1
Phenytoin Pathway, Pharmacokinetics_PharmGKB	0.212755898012275	1
Zidovudine Pathway, Pharmacokinetics/Pharmacodynamics_PharmGKB	0.212755898012275	1
Mitochondrial Electron Transport Chain_SMPDB	0.212755898012275	1
Hyperornithinemia with gyrate atrophy (HOGA)_SMPDB	0.212755898012275	1
Creatine deficiency, guanidinoacetate methyltransferase deficiency_SMPDB	0.212755898012275	1
L-arginine:glycine amidinotransferase deficiency_SMPDB	0.212755898012275	1
Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome]_SMPDB	0.212755898012275	1
Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)_SMPDB	0.212755898012275	1
Prolinemia Type II_SMPDB	0.212755898012275	1
Prolidase Deficiency (PD)_SMPDB	0.212755898012275	1
Arginine and Proline Metabolism_SMPDB	0.212755898012275	1
Hyperprolinemia Type I_SMPDB	0.212755898012275	1
Hyperprolinemia Type II_SMPDB	0.212755898012275	1
Ornithine Aminotransferase Deficiency (OAT Deficiency)_SMPDB	0.212755898012275	1
Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)_SMPDB	0.212755898012275	1
HH-Ncore_Signalink	0.212755898012275	1
Glutathione metabolism_Wikipathways	0.212755898012275	1
Globo Sphingolipid Metabolism_Wikipathways	0.212755898012275	1
Angiogenesis_Wikipathways	0.212755898012275	1
Urea cycle and metabolism of amino groups_Wikipathways	0.212755898012275	1
FGFR2 ligand binding and activation_Reactome	0.212755898012275	1
Chondroitin sulfate biosynthesis_Reactome	0.212755898012275	1
S1P1 pathway_PID	0.212755898012275	1
tgf beta signaling pathway_BioCarta	0.212755898012275	1
Hedgehog ligand biogenesis_Reactome	0.212755898012275	1
Sema4D induced cell migration and growth-cone collapse_Reactome	0.212755898012275	1
Regulation of TP53 Activity through Methylation_Reactome	0.212755898012275	1
Regulation of expression of SLITs and ROBOs_Reactome	0.212755898012275	1
superpathway of methionine degradation_HumanCyc	0.212755898012275	1
